股號	股名	年份	紀念品
4108	懷特	2025	卡樂芙泡沫染髮劑 芒果奶酪金棕/楓糖紅棕 隨機出貨
4109	加捷生醫	2025	滋補強身 甲魚全沛膠囊
4111	濟生	2025	Q10緊緻嫩白面膜二片
4114	健喬	2025	身可補維他命發泡錠(食品)
4121	優盛	2025	佑全連鎖藥局50元禮物卡
4128	中天	2025	Exosome Essence 2000億外泌體精華液
4129	聯合	2025	電子行李秤(工信聯合骨)
4130	健亞	2025	硅藻土杯墊
4132	國鼎	2025	7-11商品卡50元
4133	亞諾法	2025	7-11商品卡35元
4138	曜亞	2025	CureCare安炫曜水光保濕精華面膜
4142	國光生	2025	7-11商品卡200元
4147	中裕	2025	7-11商品卡50元
4150	優你康	2025	全家禮物卡50元
4155	訊映	2025	訊映旗下產品折價券2000元
4160	訊聯基因	2025	Meta Exosome外泌體水光潤澤修護面膜
4162	智擎	2025	倍力莓
4163	鐿鈦	2025	筆記本支架
4167	松瑞藥	2025	沙威隆經典抗菌香皂80克二入
4168	醣聯	2025	廚房不鏽鋼料理剪刀
4171	瑞基	2025	宜睿好禮即享卡35元
4172	因華	2025	毛寶小蘇打洗衣皂晶球5顆
4173	久裕	2025	CureCare安炫曜水光保濕精華面膜
4174	浩鼎	2025	7-11商品卡50元
4174	浩鼎(臨)	2025	7-11商品卡50元
4195	基米	2025	極限野營登山扣環
4303	信立	2025	朝和生醫 夢之淵 旅行包
4306	炎洲	2025	7-11商品卡50元
4402	郡都開發	2025	7-11商品卡35元
4510	高鋒	2025	7-11商品卡50元
4513	福裕	2025	7-11商品卡50元
4523	永彰	2025	7-11中杯美式或現萃茶提貨卡
4530	宏易	2025	LED觸控發光筆
4533	協易機	2025	7-11商品卡35元
4540	全球傳動	2025	7-11中杯美式提貨卡
4541	晟田	2025	7-11商品卡35元
4543	萬在	2025	安妮兔玻璃胖胖瓶160ML
4552	力達-KY	2025	沙威隆經典抗菌香皂80克二入
4557	永新-KY	2025	黑白二稻 白米600克
4564	元翎	2025	洗碗精
4566	時碩工業	2025	環保手提袋(時碩)
4590	富田	2025	盈涼有餘保冰袋1個
4712	福格創新	2025	蜂王清新植感草本皂60克二入
4714	永捷	2025	朝和生醫 愛視泌EX金盞草外泌體複方膠囊(全素)乙包
4716	大立	2025	蜂王清新植感草本皂60克二入
4721	美琪瑪	2025	7-11商品卡50元
4728	雙美(臨)	2025	旋轉手機支架
4735	豪展	2025	7-11商品卡50元
4739	康普	2025	全家禮物卡35元
4743	合一	2025	Exosome Essence 2000億外泌體精華液
4744	皇將	2025	全家禮物卡50元
4746	台耀	2025	7-11中杯美式或現萃茶提貨卡
4749	新應材	2025	7-11商品卡50元
4754	國碳科	2025	酒精噴霧筆
4804	大略-KY	2025	全家禮物卡50元
4806	桂田文創	2025	精神旺盛 牛樟芝菌絲體X薑黃精粹飲30ml(食品)
4903	聯光通	2025	常健順暢益生菌(2入)
4903	聯光通	2025	甲魚全沛綜合營養膠囊
4903	聯光通	2025	漢堡王商品禮券100元
4906	正文	2025	修容4件組
4908	前鼎	2025	USB充電式手電筒
4909	新復興	2025	7-11商品卡35元
4912	聯德控股-KY	2025	7-11商品卡50元
4916	事欣科	2025	7-11商品卡50元
4927	泰鼎-KY	2025	可掛式擦手巾
4931	新盛力	2025	7-11商品卡50元
4934	太極	2025	7-11商品卡35元
4939	亞電	2025	全家禮物卡35元
4945	陞達	2025	艾爾柏娜洗潔劑360ml
4946	辣椒(臨)	2025	香氛片
4953	緯軟	2025	全家禮物卡50元
4956	光鋐	2025	金安德森堅紋方口玻璃碗
4960	誠美材	2025	CMMT x 灣A麻吉聯名限定森活杯
4961	天鈺	2025	宜睿好禮即享券50元
4967	十銓	2025	全家禮物卡50元
4968	立積	2025	全家禮物卡50元
4971	IET-KY	2025	7-11中杯美式或現萃茶提貨卡
4973	廣穎電通	2025	妙管家公道先生洗潔精(500g)
4974	亞泰	2025	7-11商品卡50元
4976	佳凌	2025	統一超商45元咖啡卡
4977	眾達-KY	2025	宜睿好禮即享券35元
4979	華星光	2025	7-11中杯美式或現萃茶提貨卡
4991	環宇-KY	2025	宜睿好禮即享券A版35元
4999	鑫禾	2025	廚房不鏽鋼料理剪刀
5009	榮剛	2025	滋補強身 甲魚全沛膠囊
5011	久陽(臨)	2025	滋補強身 甲魚全沛膠囊
5011	久陽	2025	滋補強身 甲魚全沛膠囊
5014	建錩	2025	全家經典中杯美式咖啡券(期限20280630)
5202	力新	2025	滋補強身 甲魚全沛膠囊
5203	訊連	2025	7-11中杯美式或現萃茶提貨卡
5210	寶碩	2025	7-11商品卡35元
5222	全訊	2025	7-11商品卡50元
5227	立凱-KY	2025	7-11商品卡50元
5230	雷笛克光學	2025	菲蘇德美燕麥潔膚皂二入
5243	乙盛-KY	2025	硅藻土杯墊
5251	天鉞電	2025	南僑水晶肥皂乙個 150克
5258	虹堡	2025	雙口袋保溫提袋
5262	立達	2025	CC-7800B充電線
5263	智崴	2025	智崴集團體驗優惠券
5272	笙科	2025	全家禮物卡50元
5283	禾聯碩(臨)	2025	7-11商品卡100元
5283	禾聯碩	2025	伊莎貝爾無患子抗菌清潔組
5289	宜鼎	2025	7-11商品卡50元
5309	系統	2025	碗筷2件套禮盒
5315	光聯	2025	我的一畝田白米 600克
5328	華容	2025	7-11商品卡50元
5328	華容	2025	充電式磁吸感應燈
5351	鈺創	2025	全家禮物卡50元
5355	佳總	2025	木漿棉百潔擦
5356	協益	2025	萊爾富商品卡35元
5371	中光電	2025	真空包裝米(心苑米600克)
5386	青雲	2025	伊莎貝爾櫻花沐浴皂75克二入
5392	能率	2025	稻回皂 100克
5398	慕康生醫	2025	7-11商品卡50元
5410	國眾	2025	7-11中杯美式或現萃茶提貨卡
5425	台半	2025	宜睿好禮即享券50元
5438	東友	2025	全家經典中杯美式咖啡券
5439	高技	2025	7-11商品卡50元
5443	均豪	2025	折疊矽膠咖啡杯
5452	佶優	2025	全家禮物卡35元
5460	同協	2025	魔乾極超細纖維擦拭布
5471	松翰	2025	全家禮物卡50元
5475	德宏	2025	木槳清潔棉
5478	智冠	2025	MyCard點數卡100點 2025
5481	新華	2025	超商35元商品卡
5483	中美晶	2025	川本家耐熱玻璃盤
5484	慧友	2025	白人牙膏40克
5488	松普	2025	蜂王清新植感草本皂60克二入
5490	同亨	2025	7-11商品卡50元
5498	凱崴	2025	毛寶好無比 超淨亮 洗衣精500ml
5512	力麒	2025	老媽拌麵(單包裝)
5521	工信	2025	電子行李秤(工信聯合骨)
5536	聖暉*	2025	7-11商品卡50元
5603	陸海	2025	伊莎貝爾櫻花沐浴皂75克二入
5608	四維航	2025	全家禮物卡35元
5609	中菲行	2025	手機環
5701	劍湖山	2025	566果萃維生素洗髮露
5706	鳳凰	2025	鳳凰旅遊證件收納袋
5863	瑞興銀	2025	紳士襪
5905	南仁湖	2025	小墾丁渡假村300元住宿抵用券 2025
6005	群益證	2025	群益深奇震動按摩器
6015	宏遠證	2025	仙人掌工具組
6015	宏遠證	2025	抽屜式快充數據收納組
6016	康和證	2025	7-11商品卡50元
6026	福邦證	2025	伊莎貝爾櫻花沐浴皂75克三入組
6104	創惟	2025	7-11商品卡50元
6108	競國	2025	7-11商品卡35元
6109	亞元	2025	7-11商品卡50元
6111	大宇資	2025	7-11商品卡50元
6111	大宇資(臨)	2025	全家禮物卡50元
6116	彩晶	2025	7-11商品卡50元
6120	達運	2025	7-11商品卡35元
6122	擎邦	2025	七件式修容組
6125	廣運	2025	7-11商品卡35元
6126	信音	2025	三折自動傘(顏色隨機)
6127	九豪	2025	全家禮物卡35元
6129	普誠	2025	全家禮物卡50元
6130	上亞科技(臨)	2025	7-11商品卡100元
6130	上亞科技	2025	沙威隆經典抗菌香皂80克二入
6136	富爾特	2025	芙彤園 舒眠/森淨 香氛精油噴霧30ML(隨機出貨)
6136	富爾特	2025	芙彤園 檸檬滾珠按摩精油
6138	茂達	2025	7-11商品卡50元
6142	友勁	2025	滋補強身 甲魚全沛膠囊
6143	振曜	2025	7-11商品卡50元
6147	頎邦	2025	7-11商品卡50元
6147	頎邦	2025	環保材質運動涼感巾
6148	驊宏資	2025	多功能觸控原子筆
6150	撼訊	2025	氣密保鮮罐0.57L
6151	晉倫	2025	伊莎貝爾櫻花沐浴皂75克一顆
6152	百一	2025	香皂旅行組
6153	嘉聯益	2025	指甲剪(含皮套)
6156	松上	2025	妙管家衣物柔軟精300g
6158	禾昌	2025	愛心手工皂
6160	欣技	2025	7-11中杯美式提貨卡
6161	捷波	2025	蜂王清新植感草本皂60克二入
6163	華電網	2025	三合一數據線
6164	華興	2025	妙管家濃縮洗衣精(600g)
6165	浪凡	2025	7-11商品卡35元
6167	久正	2025	南僑水晶肥皂90g*2入
6169	昱泉	2025	公益砧板
6170	統振	2025	東芝環保電池碳鏡4號4入
6173	信昌電	2025	全家禮物卡35元
6179	亞通(臨)	2025	全家禮物卡100元
6179	亞通	2025	全家禮物卡50元
6180	橘子	2025	購物橘子現金抵用券88元
6182	合晶	2025	7-11商品卡35元
6185	幃翔	2025	毛寶好無比 超淨亮 洗衣精500ml
6186	新潤	2025	7-11商品卡100元
6187	萬潤	2025	全家經典中杯美式咖啡券(期限20270630)
6188	廣明	2025	菲蘇德美燕麥潔膚皂二入
6189	豐藝	2025	全家禮物卡50元
6190	萬泰科	2025	萬泰ACT超透氣口罩5入
6191	精成科	2025	無印風黃麻購物袋一個
6202	盛群	2025	7-11商品卡50元
6204	艾華	2025	高露潔旅行組+好來旅行組
6207	雷科	2025	維生素CDE+鋅複方膠囊 2025
6209	今國光	2025	沙威隆經典抗菌香皂80克二入
6214	精誠	2025	伊莎貝爾涼感運動香皂94克 二入
6215	和椿	2025	7-11商品卡35元
6216	居易	2025	輕薄辦公室便利貼
6217	中探針	2025	7-11商品卡35元
6218	豪勉	2025	7-11商品卡35元
6220	岳豐	2025	玉米田個人筷套組
6223	旺矽	2025	7-11商品卡50元
6224	聚鼎	2025	7-11商品卡50元
6226	光鼎	2025	蜂王清新植感草本皂一入
6229	研通	2025	蜂王清新植感草本皂60克二入
6231	系微	2025	蜂王清新植感草本皂60克二入
6233	旺玖	2025	全家禮物卡35元
6235	華孚	2025	華南社區有機白米300克
6237	驊訊	2025	7-11商品卡50元
6239	力成	2025	7-11商品卡50元
6241	易通展	2025	滋補強身 甲魚全沛膠囊
6241	易通展(臨)	2025	精神旺盛 牛樟芝菌絲體X薑黃精粹飲30ml(食品) 2026
6243	迅杰	2025	7-11商品卡50元
6244	茂迪	2025	優選經典米600克 2025
6246	臺龍	2025	初見海洋之星玻璃盤1入
6248	沛波	2025	滋補強身 甲魚全沛膠囊
6257	矽格	2025	7-11商品卡50元
6261	久元	2025	7-11商品卡35元
6265	方方土昶	2025	股東專屬-仙桃牌購物金$500元
6266	泰詠	2025	宜睿好禮即享券35元
6269	台郡	2025	全家禮物卡50元
6270	倍微	2025	蜂王清新植感草本皂60克二入
6271	同欣電	2025	妙管家八倍濃縮洗衣球6顆
6274	台燿	2025	全家禮物卡50元
6275	元山	2025	乖乖發財巾28抽
6276	安鈦克	2025	7-11中杯美式提貨卡
6282	康舒	2025	多功能鑰匙扣燈
6284	佳邦	2025	7-11商品卡35元
6288	聯嘉	2025	手提冰箱保鮮盒便當盒
6290	良維	2025	英國熊背心折疊環保購物袋
6294	智基	2025	學費旅費兌換券500元
6403	群登	2025	全家禮物卡50元
6411	晶焱	2025	7-11商品卡50元
6416	瑞祺電通	2025	7-11中杯美式或現萃茶提貨卡
6419	京晨科	2025	全家禮物卡50元
6426	統新	2025	修容4件組
6432	今展科	2025	全家經典中杯美式咖啡券(期限20280630)
6438	迅得	2025	全家禮物卡50元
6441	廣錠	2025	7-11商品卡25元
6443	元晶	2025	全家禮物卡50元
6461	益得	2025	微肌意識金潤面膜
6462	神盾	2025	全家禮物卡50元
6470	宇智	2025	真空壓縮衣物收納袋
6473	美賣*	2025	美賣官網消費85%折扣券
6477	安集	2025	草本皂
6483	原創生醫	2025	7-11商品卡50元
6485	點序	2025	7-11商品卡50元
6486	互動	2025	全家禮物卡35元
6492	生華科	2025	全家禮物卡50元
6494	九齊	2025	7-11商品卡50元
6509	聚和	2025	自黏性便條紙
6517	保勝光學	2025	統一超商 $50 商品卡
6530	創威	2025	全家禮物卡100元
6531	愛普	2025	7-11商品卡50元
6532	瑞耘	2025	7-11中杯美式或現萃茶提貨卡
6533	晶心科	2025	全家禮物卡50元
6538	倉和	2025	7-11商品卡50元
6543	普惠醫工	(臨)	2025	超商商品卡50元
6547	高端疫苗(臨)	2025	高端疫苗擦手巾+素皂50克
6547	高端疫苗	2025	潔手用品
6549	景凱	2025	廚房不鏽鋼料理剪刀
6558	興能高	2025	7-11商品卡35元
6568	宏觀	2025	全家經典中杯美式咖啡券(期限20280630)
6578	達邦蛋白	2025	精釀咖啡隨身包
6586	醣基	2025	7-11商品卡50元
6588	東典(臨)	2025	宜睿好禮即享券100元
6588	東典光電	2025	宜睿好禮即享券50元
6591	動力-KY	2025	全家禮物卡50元
6593	台灣銘板	2025	7-11商品卡35元
6593	台灣銘板(臨)	2025	7-11商品卡35元
6598	ABC-KY	2025	全家禮物卡35元
6618	永虹先進	2025	7-11商品卡50元
6620	漢達(臨)	2025	7-11商品卡50元
6621	華宇藥	2025	7-11商品卡50元
6657	華安	2025	沙威隆經典抗菌香皂80克二入
6672	騰輝電子-KY	2025	全家禮物卡50元
6683	雍智科技	2025	7-11商品卡50元
6684	安格	2025	保溫袋1個
6684	安格(臨)	2025	炫彩時尚杯
6698	旭暉應材	2025	7-11商品卡35元
6698	旭暉應材	2025	手提保溫保冰便當袋
6703	軒郁	2025	m2美度 珍珠燕窩膠原飲 超能膠原水光飲 二入組
6706	惠特	2025	7-11商品卡50元
6712	長聖	2025	7-11商品卡50元
6727	亞泰金屬	2025	7-11商品卡200元
6742	澤米	2025	全家禮物卡50元
6761	穩得	2025	伊莎貝爾櫻花沐浴皂75克三入組
6770	力積電	2025	7-11商品卡100元
6786	芯測	2025	全家禮物卡100元
6787	晶瑞光	2025	晶瑞光隨身保溫杯420ml
6788	華景電	2025	精美濾掛咖啡禮盒10包入
6793	天力離岸	2025	7-11商品卡50元
6797	圓點奈米	2025	7-11中杯美式或現萃茶提貨卡
6799	來頡	2025	7-11商品卡50元
6810	新穎生醫	2025	7-11中杯美式或現萃茶提貨卡
6876	朗齊生醫*	2025	全家禮物卡50元
6876	朗齊生醫*(臨)	2025	全家禮物卡100元
6885	全福生技	2025	全家禮物卡35元
6886	遠東生技	2025	Apogen®愛保清藻精蛋白口含錠隨身包(10錠)
7402	邑錡	2025	7-11商品卡50元
7516	清淨海	2025	泰迪熊 精緻衣物手洗精 1000g乙瓶
7516	清淨海	2025	清淨海小蘇打抗菌洗衣膠囊 8gX18顆
7566	亞果遊艇	2025	ARGO墨鏡
7719	碳基	2025	7-11商品卡50元
7769	鴻勁	2025	7-11禮券100元
7780	大研生醫(臨)	2025	大研生醫股東專屬$680購物金
7780	大研生醫	2025	大研生醫股東專屬$680購物金
8011	台通	2025	毛寶好無比 超淨亮 洗衣精500ml
8016	矽創	2025	7-11商品卡35元
8021	尖點	2025	LED觸控發光筆
8024	佑華	2025	蜂王清新植感草本皂60克二入
8027	鈦昇	2025	7-11商品卡50元
8028	昇陽半	2025	多用途承置架
8032	光菱	2025	環保購物袋(世紀鋼光菱)
8033	雷虎	2025	麗晶麝香抗菌洗手露
8034	榮群	2025	黃金香皂
8038	長園科	2025	妙管家手提玻璃晶靚杯
8039	台虹	2025	7-11商品卡35元
8048	德勝	2025	全家禮物卡50元
8049	晶采	2025	小熊保溫保冷提袋
8050	廣積	2025	伸縮折疊手機架(廣積)
8054	安國	2025	7-11商品卡50元
8064	東捷	2025	7-11商品卡35元
8066	來思達	2025	蜂王清新植感草本皂60克二入
8069	元太	2025	GREEN &amp; SAFE義大利高燃點葵花籽油
8071	能率網通	2025	稻回皂 100克
8074	鉅橡	2025	防靜電高級電木梳1支
8076	伍豐	2025	7-11商品卡100元
8085	福華	2025	7-11商品卡50元
8086	宏捷科	2025	7-11商品卡50元
8087	麗升能源	2025	蜂王無患子珍珠皂二入
8088	品安	2025	7-11商品卡35元
8089	康全電訊	2025	蜂王清新植感草本皂70克二入
8092	建暐	2025	建暐口罩一盒30片
8096	擎亞	2025	7-11商品卡50元
8099	大世科	2025	全家禮物卡100元
8103	瀚荃	2025	木質手機座
8104	錸寶	2025	除霉凝膠
8107	大億金茂	2025	全家禮物卡35元
8111	立碁	2025	清淨海檸檬洗衣膠囊8顆
8112	至上	2025	(沒有小熊)保溫保冷提袋
8119	公信	2025	7-11商品卡35元
8150	南茂	2025	7-11商品卡50元
8163	達方	2025	日式斗笠碗禮盒組(二入)
8163	達方	2025	FUx麻吉呼呼陶瓷碗二入組
8171	天宇(臨)	2025	7-11商品卡35元
8176	智捷	2025	舒緩皂*1
8183	精星	2025	無印風黃麻購物袋一個
8213	志超	2025	7-11商品卡50元
8215	明基材	2025	護妍天使全方位煥膚淨亮限定組
8222	寶一	2025	濾掛式咖啡2入(2025)
8227	巨有	2025	7-11商品卡50元
8240	華宏	2025	全家禮物卡50元
8249	菱光	2025	小羊苗庇護工場 暖心植樸舒活皂70克二入
8261	富鼎	2025	7-11中杯美式或現萃茶提貨卡
8271	宇瞻	2025	隨身碟8G
8277	商丞	2025	7-11商品卡50元
8289	泰藝	2025	尊貴型多功能削皮器
8299	群聯	2025	全家禮物卡50元
8358	金居	2025	7-11商品卡50元
8383	千附	2025	7-11商品卡50元
8390	金益鼎	2025	沙威隆抗菌洗手露250ML
8403	盛弘	2025	智醫康寓住宿抵用券1000元
8409	商之器	2025	安妮兔方型一碗一匙禮盒
8429	金麗-KY	2025	7-11中杯美式提貨卡
8431	匯鑽科(臨)	2025	7-11商品卡100元
8431	匯鑽科	2025	7-11商品卡50元
8436	大江	2025	至尊膠原面膜限量盲盒5片入
8437	大地-KY	2025	全家禮物卡50元
8440	綠電	2025	7-11商品卡100元
8443	阿瘦	2025	感恩購物金500元現金抵用券2025
8487	愛爾達	2025	Taiwan GO應援毛巾
8489	三貝德(臨)	2025	7-11商品卡50元
8489	三貝德	2025	數位學習課程體驗券2025
8905	裕國	2025	裕國門市商品抵用券$100
8916	光隆	2025	7-11商品卡50元
8927	北基	2025	25元公司油票
8933	愛地雅	2025	伊莎貝爾櫻花沐浴皂75克一顆
8935	邦泰	2025	Luminarc 20cm晶鑽浮雕白玉深盤
8936	國統	2025	(沒有小熊)保溫保冷提袋
9902	台火	2025	蜂王清新植感草本皂60克二入
9912	偉聯	2025	全家禮物卡35元
9914	美利達	2025	7-11商品卡100元
9919	康那香	2025	康乃馨口罩一盒30入
9935	慶豐富	2025	全家禮物卡50元
9958	世紀鋼	2025	環保購物袋(世紀鋼光菱)
A5481	新華(臨)	2025	7-11商品卡35元
B3018	隆銘綠能(臨)	2025	7-11商品卡50元
